Place,Crime Category,Year,Amount,Population
Barcelona,    5.2.-Robos con fuerza en las cosas,2015,47541.0,5523922.0
Barcelona,    5.2.-Robos con fuerza en las cosas,2014,47274.0,5523784.0
Barcelona,    5.2.-Robos con fuerza en las cosas,2013,51913.0,5540925.0
Barcelona,    5.2.-Robos con fuerza en las cosas,2012,55610.0,5552050.0
Barcelona,    5.2.-Robos con fuerza en las cosas,2011,56723.0,5529099.0
Barcelona,    5.2.-Robos con fuerza en las cosas,2010,64236.0,5511147.0
Barcelona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2022,22665.0,5727615.0
Barcelona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2021,23247.0,5714730.0
Barcelona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2020,111.0,5743402.0
Barcelona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2019,25085.0,5664579.0
Barcelona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2018,19974.0,5609350.0
Barcelona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2017,18272.0,5576037.0
Barcelona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2016,18409.0,5542680.0
Barcelona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2015,17715.0,5523922.0
Barcelona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2014,18800.0,5523784.0
Barcelona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2013,22700.0,5540925.0
Barcelona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2012,25382.0,5552050.0
Barcelona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2011,27467.0,5529099.0
Barcelona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2010,32764.0,5511147.0
Barcelona,    5.2.2.-Robos con fuerza en viviendas,2022,13395.0,5727615.0
Barcelona,    5.2.2.-Robos con fuerza en viviendas,2021,10697.0,5714730.0
Barcelona,    5.2.2.-Robos con fuerza en viviendas,2020,10979.0,5743402.0
Barcelona,    5.2.2.-Robos con fuerza en viviendas,2019,16036.0,5664579.0
Barcelona,    5.2.2.-Robos con fuerza en viviendas,2018,17807.0,5609350.0
Barcelona,    5.2.2.-Robos con fuerza en viviendas,2017,15994.0,5576037.0
Barcelona,    5.2.2.-Robos con fuerza en viviendas,2016,16283.0,5542680.0
Barcelona,    5.2.2.-Robos con fuerza en viviendas,2015,17257.0,5523922.0
Barcelona,    5.2.2.-Robos con fuerza en viviendas,2014,14651.0,5523784.0
Barcelona,    5.2.2.-Robos con fuerza en viviendas,2013,14783.0,5540925.0
Barcelona,    5.2.2.-Robos con fuerza en viviendas,2012,14191.0,5552050.0
Barcelona,    5.2.2.-Robos con fuerza en viviendas,2011,13224.0,5529099.0
Barcelona,    5.2.2.-Robos con fuerza en viviendas,2010,13524.0,5511147.0
Barcelona,    5.2.3.-Robos con fuerza en establecimientos,2022,4722.0,5727615.0
Barcelona,    5.2.3.-Robos con fuerza en establecimientos,2021,3577.0,5714730.0
Barcelona,    5.2.3.-Robos con fuerza en establecimientos,2020,5010.0,5743402.0
Barcelona,    5.2.3.-Robos con fuerza en establecimientos,2019,9.0,5664579.0
Barcelona,    5.2.3.-Robos con fuerza en establecimientos,2018,4.0,5609350.0
Barcelona,    5.2.3.-Robos con fuerza en establecimientos,2017,5.0,5576037.0
Barcelona,    5.2.3.-Robos con fuerza en establecimientos,2016,10.0,5542680.0
Barcelona,    5.2.3.-Robos con fuerza en establecimientos,2015,12.0,5523922.0
Barcelona,    5.2.3.-Robos con fuerza en establecimientos,2014,9.0,5523784.0
Barcelona,    5.2.3.-Robos con fuerza en establecimientos,2013,7.0,5540925.0
Barcelona,    5.2.3.-Robos con fuerza en establecimientos,2012,5.0,5552050.0
Barcelona,    5.2.3.-Robos con fuerza en establecimientos,2011,13.0,5529099.0
Barcelona,    5.2.3.-Robos con fuerza en establecimientos,2010,14.0,5511147.0
Barcelona,    5.3.-Robos con violencia o intimidación,2022,22457.0,5727615.0
Barcelona,    5.3.-Robos con violencia o intimidación,2021,18360.0,5714730.0
Barcelona,    5.3.-Robos con violencia o intimidación,2020,15249.0,5743402.0
Barcelona,    5.3.-Robos con violencia o intimidación,2019,23836.0,5664579.0
Barcelona,    5.3.-Robos con violencia o intimidación,2018,20151.0,5609350.0
Barcelona,    5.3.-Robos con violencia o intimidación,2017,18374.0,5576037.0
Barcelona,    5.3.-Robos con violencia o intimidación,2016,17882.0,5542680.0
Barcelona,    5.3.-Robos con violencia o intimidación,2015,19176.0,5523922.0
Barcelona,    5.3.-Robos con violencia o intimidación,2014,21682.0,5523784.0
Barcelona,    5.3.-Robos con violencia o intimidación,2013,25803.0,5540925.0
Barcelona,    5.3.-Robos con violencia o intimidación,2012,28497.0,5552050.0
Barcelona,    5.3.-Robos con violencia o intimidación,2011,25005.0,5529099.0
Barcelona,    5.3.-Robos con violencia o intimidación,2010,22250.0,5511147.0
Barcelona,    5.3.1.-Robos con violencia en vía pública,2022,16509.0,5727615.0
Barcelona,    5.3.1.-Robos con violencia en vía pública,2021,13491.0,5714730.0
Barcelona,    5.3.1.-Robos con violencia en vía pública,2020,11124.0,5743402.0
Barcelona,    5.3.1.-Robos con violencia en vía pública,2019,78.0,5664579.0
Barcelona,    5.3.1.-Robos con violencia en vía pública,2018,68.0,5609350.0
Barcelona,    5.3.1.-Robos con violencia en vía pública,2017,54.0,5576037.0
Barcelona,    5.3.1.-Robos con violencia en vía pública,2016,51.0,5542680.0
Barcelona,    5.3.1.-Robos con violencia en vía pública,2015,66.0,5523922.0
Barcelona,    5.3.1.-Robos con violencia en vía pública,2014,46.0,5523784.0
Barcelona,    5.3.1.-Robos con violencia en vía pública,2013,52.0,5540925.0
Barcelona,    5.3.1.-Robos con violencia en vía pública,2012,63.0,5552050.0
Barcelona,    5.3.1.-Robos con violencia en vía pública,2011,44.0,5529099.0
Barcelona,    5.3.1.-Robos con violencia en vía pública,2010,53.0,5511147.0
Barcelona,    5.3.2.-Robos con violencia en viviendas,2022,913.0,5727615.0
Barcelona,    5.3.2.-Robos con violencia en viviendas,2021,782.0,5714730.0
Barcelona,    5.3.2.-Robos con violencia en viviendas,2020,689.0,5743402.0
Barcelona,    5.3.2.-Robos con violencia en viviendas,2019,277.0,5664579.0
Barcelona,    5.3.2.-Robos con violencia en viviendas,2018,287.0,5609350.0
Barcelona,    5.3.2.-Robos con violencia en viviendas,2017,289.0,5576037.0
Barcelona,    5.3.2.-Robos con violencia en viviendas,2016,262.0,5542680.0
Barcelona,    5.3.2.-Robos con violencia en viviendas,2015,277.0,5523922.0
Barcelona,    5.3.2.-Robos con violencia en viviendas,2014,561.0,5523784.0
Barcelona,    5.3.2.-Robos con violencia en viviendas,2013,1305.0,5540925.0
Barcelona,    5.3.2.-Robos con violencia en viviendas,2012,1466.0,5552050.0
Barcelona,    5.3.2.-Robos con violencia en viviendas,2011,1169.0,5529099.0
Barcelona,    5.3.2.-Robos con violencia en viviendas,2010,1147.0,5511147.0
Barcelona,    5.3.3.-Robos con violencia en establecimientos,2022,2071.0,5727615.0
Barcelona,    5.3.3.-Robos con violencia en establecimientos,2021,1664.0,5714730.0
Barcelona,    5.3.3.-Robos con violencia en establecimientos,2020,1454.0,5743402.0
Barcelona,    5.3.3.-Robos con violencia en establecimientos,2019,9.0,5664579.0
Barcelona,    5.3.3.-Robos con violencia en establecimientos,2018,8.0,5609350.0
Barcelona,    5.3.3.-Robos con violencia en establecimientos,2017,4.0,5576037.0
Barcelona,    5.3.3.-Robos con violencia en establecimientos,2016,4.0,5542680.0
Barcelona,    5.3.3.-Robos con violencia en establecimientos,2015,3.0,5523922.0
Barcelona,    5.3.3.-Robos con violencia en establecimientos,2014,3.0,5523784.0
Barcelona,    5.3.3.-Robos con violencia en establecimientos,2013,6.0,5540925.0
Barcelona,    5.3.3.-Robos con violencia en establecimientos,2012,3.0,5552050.0
Barcelona,    5.3.3.-Robos con violencia en establecimientos,2011,1.0,5529099.0
Barcelona,    5.3.3.-Robos con violencia en establecimientos,2010,6.0,5511147.0
Barcelona,    5.4.-Sustracción de vehículos,2022,6171.0,5727615.0
Barcelona,    5.4.-Sustracción de vehículos,2021,5074.0,5714730.0
Barcelona,    5.4.-Sustracción de vehículos,2020,5075.0,5743402.0
Barcelona,    5.4.-Sustracción de vehículos,2019,8393.0,5664579.0
Barcelona,    5.4.-Sustracción de vehículos,2018,8001.0,5609350.0
Barcelona,    5.4.-Sustracción de vehículos,2017,7709.0,5576037.0
Barcelona,    5.4.-Sustracción de vehículos,2016,6862.0,5542680.0
Barcelona,    5.4.-Sustracción de vehículos,2015,7328.0,5523922.0
Barcelona,    5.4.-Sustracción de vehículos,2014,7743.0,5523784.0
Barcelona,    5.4.-Sustracción de vehículos,2013,8885.0,5540925.0
Barcelona,    5.4.-Sustracción de vehículos,2012,9436.0,5552050.0
Barcelona,    5.4.-Sustracción de vehículos,2011,9827.0,5529099.0
Barcelona,    5.4.-Sustracción de vehículos,2010,10066.0,5511147.0
Barcelona,    5.5.-Estafas,2022,66833.0,5727615.0
Barcelona,    5.5.-Estafas,2021,50792.0,5714730.0
Barcelona,    5.5.-Estafas,2020,48396.0,5743402.0
Barcelona,    5.5.-Estafas,2019,47948.0,5664579.0
Barcelona,    5.5.-Estafas,2018,47108.0,5609350.0
Barcelona,    5.5.-Estafas,2017,34024.0,5576037.0
Barcelona,    5.5.-Estafas,2016,29444.0,5542680.0
Barcelona,    5.5.-Estafas,2015,27120.0,5523922.0
Barcelona,    5.5.-Estafas,2014,22493.0,5523784.0
Barcelona,    5.5.-Estafas,2013,19268.0,5540925.0
Barcelona,    5.5.-Estafas,2012,18650.0,5552050.0
Barcelona,    5.5.-Estafas,2011,13065.0,5529099.0
Barcelona,    5.5.-Estafas,2010,12342.0,5511147.0
Barcelona,    5.5.1.-Estafas informáticas,2022,45021.0,5727615.0
Barcelona,    5.5.1.-Estafas informáticas,2021,34349.0,5714730.0
Barcelona,    5.5.1.-Estafas informáticas,2020,34413.0,5743402.0
Barcelona,    5.5.1.-Estafas informáticas,2019,29508.0,5664579.0
Barcelona,    5.5.1.-Estafas informáticas,2018,542.0,5609350.0
Barcelona,    5.5.1.-Estafas informáticas,2017,362.0,5576037.0
Barcelona,    5.5.1.-Estafas informáticas,2016,386.0,5542680.0
Barcelona,    5.5.1.-Estafas informáticas,2015,402.0,5523922.0
Barcelona,    5.5.1.-Estafas informáticas,2014,440.0,5523784.0
Barcelona,    5.5.1.-Estafas informáticas,2013,432.0,5540925.0
Barcelona,    5.5.1.-Estafas informáticas,2012,413.0,5552050.0
Barcelona,    5.5.1.-Estafas informáticas,2011,356.0,5529099.0
Barcelona,    5.5.1.-Estafas informáticas,2010,441.0,5511147.0
Barcelona,    5.6.-Daños,2022,28464.0,5727615.0
Barcelona,    5.6.-Daños,2021,27981.0,5714730.0
Barcelona,    5.6.-Daños,2020,26328.0,5743402.0
Barcelona,    5.6.-Daños,2019,32216.0,5664579.0
Barcelona,    5.6.-Daños,2018,29398.0,5609350.0
Barcelona,    5.6.-Daños,2017,27718.0,5576037.0
Barcelona,    5.6.-Daños,2016,27648.0,5542680.0
Barcelona,    5.6.-Daños,2015,27962.0,5523922.0
Barcelona,    5.6.-Daños,2014,27062.0,5523784.0
Barcelona,    5.6.-Daños,2013,28094.0,5540925.0
Barcelona,    5.6.-Daños,2012,29622.0,5552050.0
Barcelona,    5.6.-Daños,2011,31950.0,5529099.0
Barcelona,    5.6.-Daños,2010,35392.0,5511147.0
Barcelona,    5.7.-Contra la propiedad intelectual/industrial,2022,150.0,5727615.0
Barcelona,    5.7.-Contra la propiedad intelectual/industrial,2021,158.0,5714730.0
Barcelona,    5.7.-Contra la propiedad intelectual/industrial,2020,115.0,5743402.0
Barcelona,    5.7.-Contra la propiedad intelectual/industrial,2019,160.0,5664579.0
Barcelona,    5.7.-Contra la propiedad intelectual/industrial,2018,211.0,5609350.0
Barcelona,    5.7.-Contra la propiedad intelectual/industrial,2017,147.0,5576037.0
Barcelona,    5.7.-Contra la propiedad intelectual/industrial,2016,211.0,5542680.0
Barcelona,    5.7.-Contra la propiedad intelectual/industrial,2015,224.0,5523922.0
Barcelona,    5.7.-Contra la propiedad intelectual/industrial,2014,287.0,5523784.0
Barcelona,    5.7.-Contra la propiedad intelectual/industrial,2013,315.0,5540925.0
Barcelona,    5.7.-Contra la propiedad intelectual/industrial,2012,328.0,5552050.0
Barcelona,    5.7.-Contra la propiedad intelectual/industrial,2011,346.0,5529099.0
Barcelona,    5.7.-Contra la propiedad intelectual/industrial,2010,450.0,5511147.0
Barcelona,    5.8.-Blanqueo de capitales,2022,28.0,5727615.0
Barcelona,    5.8.-Blanqueo de capitales,2021,27.0,5714730.0
Barcelona,    5.8.-Blanqueo de capitales,2020,22.0,5743402.0
Barcelona,    5.8.-Blanqueo de capitales,2019,17.0,5664579.0
Barcelona,    5.8.-Blanqueo de capitales,2018,18.0,5609350.0
Barcelona,    5.8.-Blanqueo de capitales,2017,19.0,5576037.0
Barcelona,    5.8.-Blanqueo de capitales,2016,31.0,5542680.0
Barcelona,    5.8.-Blanqueo de capitales,2015,19.0,5523922.0
Barcelona,    5.8.-Blanqueo de capitales,2014,26.0,5523784.0
Barcelona,    5.8.-Blanqueo de capitales,2013,23.0,5540925.0
Barcelona,    5.8.-Blanqueo de capitales,2012,21.0,5552050.0
Barcelona,    5.8.-Blanqueo de capitales,2011,23.0,5529099.0
Barcelona,    5.8.-Blanqueo de capitales,2010,15.0,5511147.0
Barcelona,    5.9.-Otros contra el patrimonio,2022,10067.0,5727615.0
Barcelona,    5.9.-Otros contra el patrimonio,2021,9550.0,5714730.0
Barcelona,    5.9.-Otros contra el patrimonio,2020,8479.0,5743402.0
Barcelona,    5.9.-Otros contra el patrimonio,2019,10011.0,5664579.0
Barcelona,    5.9.-Otros contra el patrimonio,2018,8317.0,5609350.0
Barcelona,    5.9.-Otros contra el patrimonio,2017,7154.0,5576037.0
Barcelona,    5.9.-Otros contra el patrimonio,2016,7217.0,5542680.0
Barcelona,    5.9.-Otros contra el patrimonio,2015,8468.0,5523922.0
Barcelona,    5.9.-Otros contra el patrimonio,2014,10784.0,5523784.0
Barcelona,    5.9.-Otros contra el patrimonio,2013,8999.0,5540925.0
Barcelona,    5.9.-Otros contra el patrimonio,2012,6879.0,5552050.0
Barcelona,    5.9.-Otros contra el patrimonio,2011,8117.0,5529099.0
Barcelona,    5.9.-Otros contra el patrimonio,2010,8309.0,5511147.0
Barcelona,    6. SEGURIDAD COLECTIVA,2022,6518.0,5727615.0
Barcelona,    6. SEGURIDAD COLECTIVA,2021,6180.0,5714730.0
Barcelona,    6. SEGURIDAD COLECTIVA,2020,4673.0,5743402.0
Barcelona,    6. SEGURIDAD COLECTIVA,2019,5023.0,5664579.0
Barcelona,    6. SEGURIDAD COLECTIVA,2018,5005.0,5609350.0
Barcelona,    6. SEGURIDAD COLECTIVA,2017,4508.0,5576037.0
Barcelona,    6. SEGURIDAD COLECTIVA,2016,4338.0,5542680.0
Barcelona,    6. SEGURIDAD COLECTIVA,2015,4068.0,5523922.0
Barcelona,    6. SEGURIDAD COLECTIVA,2014,4186.0,5523784.0
Barcelona,    6. SEGURIDAD COLECTIVA,2013,4379.0,5540925.0
Barcelona,    6. SEGURIDAD COLECTIVA,2012,4427.0,5552050.0
Barcelona,    6. SEGURIDAD COLECTIVA,2011,6379.0,5529099.0
Barcelona,    6. SEGURIDAD COLECTIVA,2010,5668.0,5511147.0
Barcelona,    6.1.-Tráfico de drogas,2022,2892.0,5727615.0
Barcelona,    6.1.-Tráfico de drogas,2021,2833.0,5714730.0
Barcelona,    6.1.-Tráfico de drogas,2020,2090.0,5743402.0
Barcelona,    6.1.-Tráfico de drogas,2019,1721.0,5664579.0
Barcelona,    6.1.-Tráfico de drogas,2018,1699.0,5609350.0
Barcelona,    6.1.-Tráfico de drogas,2017,1436.0,5576037.0
Barcelona,    6.1.-Tráfico de drogas,2016,1318.0,5542680.0
Barcelona,    6.1.-Tráfico de drogas,2015,1146.0,5523922.0
Barcelona,    6.1.-Tráfico de drogas,2014,1205.0,5523784.0
Barcelona,    6.1.-Tráfico de drogas,2013,1251.0,5540925.0
Barcelona,    6.1.-Tráfico de drogas,2012,1327.0,5552050.0
Barcelona,    6.1.-Tráfico de drogas,2011,1380.0,5529099.0
Barcelona,    6.1.-Tráfico de drogas,2010,1105.0,5511147.0
Barcelona,    6.2.-Contra la seguridad vial,2022,3483.0,5727615.0
Barcelona,    6.2.-Contra la seguridad vial,2021,3236.0,5714730.0
Barcelona,    6.2.-Contra la seguridad vial,2020,2480.0,5743402.0
Barcelona,    6.2.-Contra la seguridad vial,2019,3183.0,5664579.0
Barcelona,    6.2.-Contra la seguridad vial,2018,3222.0,5609350.0
Barcelona,    6.2.-Contra la seguridad vial,2017,2989.0,5576037.0
Barcelona,    6.2.-Contra la seguridad vial,2016,2946.0,5542680.0
Barcelona,    6.2.-Contra la seguridad vial,2015,2849.0,5523922.0
Barcelona,    6.2.-Contra la seguridad vial,2014,2893.0,5523784.0
Barcelona,    6.2.-Contra la seguridad vial,2013,3051.0,5540925.0
Barcelona,    6.2.-Contra la seguridad vial,2012,3003.0,5552050.0
Barcelona,    6.2.-Contra la seguridad vial,2011,4881.0,5529099.0
Barcelona,    6.2.-Contra la seguridad vial,2010,4448.0,5511147.0
Barcelona,    6.3.-Otros contra la seguridad colectiva,2022,143.0,5727615.0
Barcelona,    6.3.-Otros contra la seguridad colectiva,2021,111.0,5714730.0
Barcelona,    6.3.-Otros contra la seguridad colectiva,2020,103.0,5743402.0
Barcelona,    6.3.-Otros contra la seguridad colectiva,2019,119.0,5664579.0
Barcelona,    6.3.-Otros contra la seguridad colectiva,2018,84.0,5609350.0
Barcelona,    6.3.-Otros contra la seguridad colectiva,2017,83.0,5576037.0
Barcelona,    6.3.-Otros contra la seguridad colectiva,2016,74.0,5542680.0
Barcelona,    6.3.-Otros contra la seguridad colectiva,2015,73.0,5523922.0
Barcelona,    6.3.-Otros contra la seguridad colectiva,2014,88.0,5523784.0
Barcelona,    6.3.-Otros contra la seguridad colectiva,2013,77.0,5540925.0
Barcelona,    6.3.-Otros contra la seguridad colectiva,2012,97.0,5552050.0
Barcelona,    6.3.-Otros contra la seguridad colectiva,2011,118.0,5529099.0
Barcelona,    6.3.-Otros contra la seguridad colectiva,2010,115.0,5511147.0
Barcelona,    7. FALSEDADES,2022,3360.0,5727615.0
Barcelona,    7. FALSEDADES,2021,2869.0,5714730.0
Barcelona,    7. FALSEDADES,2020,2082.0,5743402.0
Barcelona,    7. FALSEDADES,2019,2886.0,5664579.0
Barcelona,    7. FALSEDADES,2018,2627.0,5609350.0
Barcelona,    7. FALSEDADES,2017,2427.0,5576037.0
Barcelona,    7. FALSEDADES,2016,2706.0,5542680.0
Barcelona,    7. FALSEDADES,2015,2414.0,5523922.0
Barcelona,    7. FALSEDADES,2014,2415.0,5523784.0
Barcelona,    7. FALSEDADES,2013,2449.0,5540925.0
Barcelona,    7. FALSEDADES,2012,2689.0,5552050.0
Barcelona,    7. FALSEDADES,2011,3152.0,5529099.0
Barcelona,    7. FALSEDADES,2010,3375.0,5511147.0
Barcelona,    8. ADMÓN. PÚBLICA,2022,69.0,5727615.0
Barcelona,    8. ADMÓN. PÚBLICA,2021,51.0,5714730.0
Barcelona,    8. ADMÓN. PÚBLICA,2020,19.0,5743402.0
Barcelona,    8. ADMÓN. PÚBLICA,2019,25.0,5664579.0
Barcelona,    8. ADMÓN. PÚBLICA,2018,31.0,5609350.0
Barcelona,    8. ADMÓN. PÚBLICA,2017,24.0,5576037.0
Barcelona,    8. ADMÓN. PÚBLICA,2016,34.0,5542680.0
Barcelona,    8. ADMÓN. PÚBLICA,2015,17.0,5523922.0
Barcelona,    8. ADMÓN. PÚBLICA,2014,32.0,5523784.0
Barcelona,    8. ADMÓN. PÚBLICA,2013,38.0,5540925.0
Barcelona,    8. ADMÓN. PÚBLICA,2012,18.0,5552050.0
Barcelona,    8. ADMÓN. PÚBLICA,2011,28.0,5529099.0
Barcelona,    8. ADMÓN. PÚBLICA,2010,16.0,5511147.0
Barcelona,    9. ADMÓN. JUSTICIA,2022,2739.0,5727615.0
Barcelona,    9. ADMÓN. JUSTICIA,2021,2546.0,5714730.0
Barcelona,    9. ADMÓN. JUSTICIA,2020,2100.0,5743402.0
Barcelona,    9. ADMÓN. JUSTICIA,2019,2355.0,5664579.0
Barcelona,    9. ADMÓN. JUSTICIA,2018,2306.0,5609350.0
Barcelona,    9. ADMÓN. JUSTICIA,2017,2274.0,5576037.0
Barcelona,    9. ADMÓN. JUSTICIA,2016,2241.0,5542680.0
Barcelona,    9. ADMÓN. JUSTICIA,2015,2241.0,5523922.0
Barcelona,    9. ADMÓN. JUSTICIA,2014,2345.0,5523784.0
Barcelona,    9. ADMÓN. JUSTICIA,2013,2376.0,5540925.0
Barcelona,    9. ADMÓN. JUSTICIA,2012,2314.0,5552050.0
Barcelona,    9. ADMÓN. JUSTICIA,2011,2563.0,5529099.0
Barcelona,    9. ADMÓN. JUSTICIA,2010,2533.0,5511147.0
Barcelona,    10. ORDEN PÚBLICO,2022,2875.0,5727615.0
Barcelona,    10. ORDEN PÚBLICO,2021,2747.0,5714730.0
Barcelona,    10. ORDEN PÚBLICO,2020,2024.0,5743402.0
Barcelona,    10. ORDEN PÚBLICO,2019,2128.0,5664579.0
Barcelona,    10. ORDEN PÚBLICO,2018,1999.0,5609350.0
Barcelona,    10. ORDEN PÚBLICO,2017,1705.0,5576037.0
Barcelona,    10. ORDEN PÚBLICO,2016,1609.0,5542680.0
Barcelona,    10. ORDEN PÚBLICO,2015,2105.0,5523922.0
Barcelona,    10. ORDEN PÚBLICO,2014,2708.0,5523784.0
Barcelona,    10. ORDEN PÚBLICO,2013,3143.0,5540925.0
Barcelona,    10. ORDEN PÚBLICO,2012,3235.0,5552050.0
Barcelona,    10. ORDEN PÚBLICO,2011,3645.0,5529099.0
Barcelona,    10. ORDEN PÚBLICO,2010,3174.0,5511147.0
Barcelona,    11. LEGISLACIÓN ESPECIAL,2022,5.0,5727615.0
Barcelona,    11. LEGISLACIÓN ESPECIAL,2021,2.0,5714730.0
Barcelona,    11. LEGISLACIÓN ESPECIAL,2020,7.0,5743402.0
Barcelona,    11. LEGISLACIÓN ESPECIAL,2019,10.0,5664579.0
Barcelona,    11. LEGISLACIÓN ESPECIAL,2018,13.0,5609350.0
Barcelona,    11. LEGISLACIÓN ESPECIAL,2017,4.0,5576037.0
Barcelona,    11. LEGISLACIÓN ESPECIAL,2016,7.0,5542680.0
Barcelona,    11. LEGISLACIÓN ESPECIAL,2015,7.0,5523922.0
Barcelona,    11. LEGISLACIÓN ESPECIAL,2014,23.0,5523784.0
Barcelona,    11. LEGISLACIÓN ESPECIAL,2013,29.0,5540925.0
Barcelona,    11. LEGISLACIÓN ESPECIAL,2012,23.0,5552050.0
Barcelona,    11. LEGISLACIÓN ESPECIAL,2011,36.0,5529099.0
Barcelona,    11. LEGISLACIÓN ESPECIAL,2010,57.0,5511147.0
Barcelona,    12. OTRAS INFRACCIONES PENALES,2022,466.0,5727615.0
Barcelona,    12. OTRAS INFRACCIONES PENALES,2021,461.0,5714730.0
Barcelona,    12. OTRAS INFRACCIONES PENALES,2020,355.0,5743402.0
Barcelona,    12. OTRAS INFRACCIONES PENALES,2019,536.0,5664579.0
Barcelona,    12. OTRAS INFRACCIONES PENALES,2018,418.0,5609350.0
Barcelona,    12. OTRAS INFRACCIONES PENALES,2017,509.0,5576037.0
